component_id,component_type,equipment_age_years,ambient_temperature,humidity,temperature,vibration,voltage,current,pressure,rpm,duty_cycle,running_hours,machine_load,maintenance_history,failures
C08909,Pump,5.3,35.4,87,69.2,1.06,238.7,13.6,103.2,2526,73,1555,59,9,0
C08910,Horn,8.3,24.8,63,88.9,0.5,243.2,12.8,136.2,2041,62,3720,84,10,1
C08911,Pump,4.2,27.2,46,65.4,0.6,225.3,8,105.6,2568,77,3389,64,2,0
C08912,Horn,4.4,30.8,37,55.8,0.33,237.4,9.3,94.5,3182,98,5845,61,3,0
C08913,Pump,8.6,25.7,66,73,0.1,240,9.2,88.5,2371,74,1270,98,4,0
C08914,Horn,9.9,41.1,35,73.3,0.42,239.8,10.8,100.1,2028,97,1661,50,9,1
C08915,Horn,2.1,41.8,88,74.4,0.1,230.1,14.9,97,2737,65,3854,71,5,0
C08916,Motor,8.9,24.9,48,66,0.15,228.3,7.3,105.3,1838,67,3501,72,7,0
C08917,Motor,1.1,28.9,77,71.3,0.79,225.6,6.4,106.1,1531,77,2659,55,8,0
C08918,Horn,1.4,33.2,42,72,0.34,236.2,11.2,113.2,2841,77,5371,50,0,0
C08919,Horn,8.4,36.3,45,93.9,0.37,218.9,8.3,107.6,2950,66,3818,79,8,1
C08920,Pump,1.9,29.6,76,88.2,0.72,232.2,9.3,98.3,1991,65,60,75,0,0
C08921,Horn,3.6,31.9,89,77.8,0.33,227.3,9.9,116.9,2034,67,2655,64,7,0
C08922,Horn,7.3,27.7,51,67.4,0.67,234.6,15,120.2,1906,77,2775,35,4,0
C08923,Pump,9.4,28.1,50,77.9,0.59,236.2,7.5,118,1051,68,1349,51,3,0
C08924,Pump,7.5,39,72,76.5,0.74,228.2,15.4,126.4,3257,80,3970,100,7,1
C08925,Motor,9.7,24.6,81,72.2,0.52,223.2,11.3,104.6,2543,65,4690,46,4,0
C08926,Motor,1.4,32.8,52,73.4,0.75,245.2,14.2,97.5,3297,90,2724,86,10,0
C08927,Pump,7,40.1,35,77.2,0.23,235.6,9.7,93.6,2777,79,2404,64,2,0
C08928,Horn,6.2,35.5,81,70.2,0.73,233.2,10,104.6,2586,73,5138,71,6,0
C08929,Pump,8.6,32.2,36,56.7,0.39,240,10.5,111.5,2652,90,4655,87,0,0
C08930,Motor,9.4,37.1,45,61.8,0.51,236.3,13.4,101.4,2991,99,1733,77,6,0
C08931,Pump,1.7,23.9,80,83.4,0.22,235,7.9,106.7,2708,71,4234,63,10,1
C08932,Pump,7.4,32.5,82,75.7,0.38,218.3,8.5,93.8,2164,76,1740,66,2,0
C08933,Motor,6.4,25.6,68,79.7,0.69,221.7,7,124.3,1047,61,1977,58,1,0
C08934,Motor,3.2,25.7,46,75.6,0.51,234.5,12,71,2906,100,3328,50,10,1
C08935,Motor,2.6,37.8,41,70,0.37,234,9.2,84.1,3068,71,3794,66,7,0
C08936,Motor,5.9,32.1,77,81.9,0.69,229.6,10.9,65.3,2402,89,2023,76,0,0
C08937,Horn,4.6,38.5,56,63.6,0.69,226.9,7.3,94,2475,75,3469,70,6,0
C08938,Motor,8.5,24,41,76,0.32,218,6.9,127.1,2286,94,3533,71,6,1
C08939,Pump,2.9,24.9,42,63.9,0.58,221.5,5.8,68.5,2745,96,3309,61,7,0
C08940,Horn,8.9,25.2,56,91.5,0.48,225.6,9.4,99.1,2931,93,2677,86,0,1
C08941,Horn,2,27.4,51,62.9,0.89,243.3,4.3,79.1,1929,91,4045,61,3,0
C08942,Pump,2.4,23.7,48,60.4,0.25,227.3,9.1,100.5,2545,67,1110,66,2,0
C08943,Horn,3,40.5,79,84.7,0.43,244.8,9.5,98.9,2339,88,1649,85,1,0
C08944,Horn,1,34.8,49,79.5,0.57,236.1,9.9,106.4,2724,70,50,58,0,0
C08945,Motor,1,33.7,84,66.8,0.5,232.3,10.7,136.6,2335,74,888,73,1,0
C08946,Horn,4.2,30.4,40,68.4,0.72,238.5,11.8,100.4,2918,55,4319,59,7,0
C08947,Motor,4.8,35.8,71,64.3,0.52,239.8,10.9,128.9,3005,59,4079,92,10,0
C08948,Motor,2.7,39.8,87,64.6,0.46,234.4,6.9,119,2170,64,4243,92,6,1
C08949,Motor,3.7,38,82,62.8,0.18,223.4,12.2,92.7,2983,72,2144,81,0,0
C08950,Horn,4.6,24.5,56,78.3,0.16,235.9,6.2,113.6,2028,82,222,51,0,0
C08951,Horn,7.3,25.2,42,66.1,0.56,238,10.2,76.6,2347,58,2502,94,6,0
C08952,Horn,1.1,31.1,43,81.7,0.1,237.8,11.3,108.4,2081,90,2187,56,0,0
C08953,Horn,6.7,39.5,66,72.1,0.43,235.2,11.8,90.7,2646,56,483,86,10,0
C08954,Motor,7.9,23.1,71,75.6,0.23,236.1,6.8,135.4,2838,89,2081,82,4,0
C08955,Horn,3.3,35.8,45,66.1,0.39,228.3,11.3,116.3,2387,70,50,69,6,0
C08956,Pump,3.2,22.5,85,72.9,0.62,230.5,10.6,94.5,2384,69,4252,52,9,1
C08957,Motor,7.8,25,76,74.7,0.77,221,12.3,81.4,1588,83,2325,71,7,0
C08958,Pump,4.5,31.9,43,67,0.4,232.4,13.1,110.4,2413,67,1738,75,10,0
C08959,Horn,3.6,33.8,59,67.4,0.58,234.5,11.1,102.5,2943,70,1973,96,6,0
C08960,Pump,7.9,38,59,75.4,0.4,227.3,11.5,73.9,2879,79,2557,84,10,0
C08961,Horn,4.7,36.1,46,72.2,0.56,226,13.1,96.7,2575,82,1110,65,5,0
C08962,Horn,8,23.2,62,77.9,0.38,237.4,10.2,131.5,2656,85,1288,52,8,0
C08963,Horn,8,40.7,71,81.5,0.48,230.1,6.1,122.7,2694,86,3396,61,8,0
C08964,Motor,1.7,25.7,90,72.3,0.61,238.7,11.2,110.7,1766,67,2616,81,5,0
C08965,Pump,7.2,33.2,75,95.8,0.19,237.9,5.6,95.5,2942,88,2465,80,3,0
C08966,Horn,5.5,34.9,74,69.4,0.67,231.2,10.6,86,2315,93,4106,76,9,0
C08967,Horn,2.3,35.9,60,60,0.41,229.6,5,116.2,2743,54,2466,82,1,0
C08968,Pump,7.1,27.2,77,54.9,0.52,228.6,14,136.1,3403,59,3838,83,7,0
C08969,Pump,4.1,31.4,76,40.6,0.9,241,4.4,114.3,1593,70,1761,64,5,0
C08970,Horn,7.7,32.4,67,84.5,0.1,223.1,8,109.4,1976,73,2491,61,6,0
C08971,Horn,5.3,32.8,76,64.3,0.63,228,6.7,112,2279,59,2483,74,1,0
C08972,Horn,8.3,38.1,87,77.6,0.42,248.7,15.5,116.7,3475,79,5018,67,4,1
C08973,Motor,1.7,22.3,35,78.3,0.29,227.8,6.2,92.7,2200,67,2437,61,10,0
C08974,Horn,9.7,35.6,76,80.7,0.64,223.3,10.8,96.7,2089,67,3582,66,3,0
C08975,Pump,3.1,25.6,81,83.5,0.38,227.8,8.6,133.7,2924,63,2668,68,1,0
C08976,Motor,9.2,32.4,41,79.2,0.53,231.9,8.2,94.2,3217,100,2049,73,10,1
C08977,Horn,8.1,34,52,81.6,0.38,232.1,9.3,105.2,2248,59,3148,70,10,0
C08978,Pump,2.1,33.7,38,72.9,0.43,241.5,10.9,82,3121,57,3173,89,3,0
C08979,Horn,0.6,23,37,77.4,0.21,232.5,16.5,74.5,2253,71,1681,69,7,0
C08980,Motor,3.1,34.9,77,73.5,0.56,234.4,6.4,102.5,2348,72,1680,57,0,0
C08981,Pump,5.1,26,40,75.2,0.46,223.9,6.3,103.8,2490,50,749,68,1,0
C08982,Horn,9.8,31.3,49,72.5,0.38,228.6,6.1,91.3,2347,70,2013,54,0,0
C08983,Pump,6.1,31.7,61,76.2,0.68,225.9,10.4,107.4,2280,61,2571,75,3,0
C08984,Horn,8.1,26.2,59,78.2,0.52,231.9,8.1,109.2,2385,77,4304,55,9,0
C08985,Horn,8.6,23.6,62,77.7,0.77,233.7,10,101.4,1605,76,2772,68,5,0
C08986,Horn,0.5,27.6,63,94.8,0.21,222.1,14.1,120.9,2375,82,3048,88,0,0
C08987,Pump,6.5,29.7,71,75.7,0.6,235.1,8.5,106.5,2664,96,2684,64,6,0
C08988,Pump,6.4,27.9,70,77.3,0.31,238.8,12.3,79.1,2715,69,2212,55,5,0
C08989,Motor,4.9,23.7,80,67.9,0.77,232.7,9.5,50.3,2900,76,2647,87,5,0
C08990,Motor,8.6,24.3,53,66.7,0.4,222.8,10.7,131.6,1927,76,3414,56,5,1
C08991,Pump,1,27,69,67.4,0.57,232.5,7.4,104.7,2733,59,2899,57,0,0
C08992,Pump,5.2,31.4,72,59.2,0.1,228.1,12.5,126.4,1762,80,5511,87,10,1
C08993,Horn,6.4,29.5,35,63.4,0.83,236.4,9.2,117.1,2314,63,4285,64,9,1
C08994,Horn,9.7,30.8,64,78.5,0.37,230.4,10.5,90.4,2278,76,2519,92,7,0
C08995,Horn,5.5,26.3,84,79.8,0.4,224.9,4.9,104.2,2042,89,1868,66,10,0
C08996,Motor,5.6,32.3,41,74.6,0.63,232.1,7.7,88.6,2153,68,638,31,8,0
C08997,Horn,1.3,27.1,77,63.1,0.37,231.5,9.7,85.8,2399,74,2506,64,4,0
C08998,Pump,9.4,25.5,37,59.4,0.56,224.4,7.4,84.5,2759,74,50,62,7,0
C08999,Pump,7.3,39.9,66,73.9,0.78,232,8.2,112.1,2608,72,4578,88,1,0
C09000,Horn,6.9,33.8,51,63.3,0.7,224.7,13.8,100.6,3159,80,4055,61,2,0
C09001,Motor,6.3,39.4,55,106.4,0.3,216,13.4,98.7,2305,69,1992,89,1,0
C09002,Pump,10,35.4,78,64.8,0.83,237.9,9.7,111.7,1879,72,3161,60,8,1
C09003,Motor,6.6,24.5,36,78.1,0.41,232.5,10,111.4,2927,87,2728,83,9,0
C09004,Pump,8.3,32.6,85,80.2,0.36,230,13.8,99.7,1731,73,4136,88,7,0
C09005,Pump,6.2,41.3,43,60.6,0.76,244.8,13.4,84.9,2050,70,3118,80,2,0
C09006,Horn,3.9,28,71,53.9,0.67,237.3,9.3,88.8,2840,75,2552,56,4,0
C09007,Motor,8.7,29.2,76,73.5,0.79,225.1,10.9,86.8,2307,54,4455,87,0,1
C09008,Pump,5.7,31.2,48,72.4,0.19,231.9,8.1,71.7,2573,82,2112,72,4,0
C09009,Motor,4,29.1,68,80.2,0.34,229.6,8.6,74.6,2032,57,1954,75,1,0
C09010,Motor,5.2,23,41,66.7,0.43,236.4,9.5,104.1,2073,100,2184,82,8,0
C09011,Pump,1.2,38.5,73,80.1,0.47,236.1,9.7,108.8,2284,77,2721,51,0,0
C09012,Pump,4.1,41,53,73.3,0.27,223,7.5,100.6,1927,86,3797,65,10,0
C09013,Motor,5.4,26.4,42,76.5,0.23,243.5,6.8,106.8,2424,65,2732,52,0,0
C09014,Motor,8.1,35,35,67.6,0.66,233.7,13.6,112.8,2978,92,2596,54,4,0
C09015,Horn,9,36.3,67,63.6,0.7,228.5,8.1,116,2353,82,949,82,9,0
C09016,Motor,3,41,84,69.2,0.44,232.9,13.6,105.6,3316,78,957,52,9,1
C09017,Motor,7.1,41.1,35,66.9,0.48,230.8,13.7,110,1966,91,1639,47,0,0
C09018,Horn,4.3,33.3,39,62.2,0.31,224.7,6.5,94.1,2410,81,2520,76,8,0
C09019,Horn,0.7,27.8,85,69.2,0.59,235.2,9.2,124.1,2744,68,3828,69,2,0
C09020,Motor,10,37.3,43,77.1,0.37,228,9,97.6,2466,67,3044,68,3,0
C09021,Motor,1.2,29.8,54,82.2,0.2,237.9,12.6,86.9,2229,58,1488,74,10,0
C09022,Horn,5.8,39,47,63.2,0.41,228,7.2,145,2730,56,3694,73,1,0
C09023,Motor,8.4,38.5,88,66.3,0.85,234.2,7,99.3,2829,97,2698,89,5,1
C09024,Horn,5.7,26.2,63,56.4,0.63,237.9,14.5,134.5,2451,83,3838,70,5,0
C09025,Horn,6.9,41.3,63,78.6,0.31,235.8,11.1,81.2,3484,56,2300,70,6,0
C09026,Horn,7.4,30.8,71,63,0.8,226.4,6.8,104,2570,78,791,76,7,0
C09027,Horn,4.2,25.2,65,79.8,0.55,228.4,8.6,96.4,2806,80,2983,46,0,0
C09028,Motor,9.8,27,54,69.3,0.59,228.2,9.5,138.8,2853,75,2993,81,7,1
C09029,Motor,3.5,27.9,88,71.3,0.69,221.1,18.7,84.9,2253,86,3368,90,2,0
C09030,Motor,6.7,39.9,77,81.3,0.8,227.4,8.9,96.5,2068,83,4179,71,7,0
C09031,Pump,4,30.4,65,67.6,0.1,219.4,10.3,102.2,2661,77,2176,68,8,0
C09032,Horn,6,40.2,64,73.2,0.83,247.4,11.7,110.9,2734,100,3604,62,6,0
C09033,Horn,6.5,24,57,61.9,0.64,232.3,11.6,108.3,2620,57,1444,97,7,0
C09034,Pump,3.4,32.3,74,75.9,0.98,231.3,13.9,124.7,2419,85,2151,64,1,0
C09035,Motor,1.6,23.6,41,57.1,0.4,221.6,12.7,100.4,3046,78,1850,79,7,0
C09036,Motor,1.7,32.3,77,71.8,0.62,228.2,7,97.9,2909,69,2471,77,8,0
C09037,Pump,5.4,36.6,57,58.6,0.49,235.1,6,65.5,2878,92,3917,46,8,0
C09038,Motor,9.3,33.7,47,64,0.58,227.9,9.1,111.5,3140,81,4570,96,10,1
C09039,Horn,7.9,25.3,82,83.1,0.71,243.2,15.4,115.1,2924,76,5034,73,0,1
C09040,Motor,1.1,36.3,77,75.1,0.75,222.8,11.2,136.3,2912,67,2052,80,6,0
C09041,Motor,1.3,25.1,62,56.4,0.66,239.5,8.1,142.4,2612,52,2599,76,9,0
C09042,Horn,1.9,27.6,48,73.3,0.71,222.9,8.2,79.6,1738,73,1411,76,0,0
C09043,Horn,1.1,25.6,62,71.5,0.83,212.4,7.5,162.2,2926,64,1964,71,1,0
C09044,Pump,7.2,37.4,52,81.8,0.48,226.1,8.9,110.3,2829,61,1493,58,0,0
C09045,Motor,4.6,25.5,65,73.8,0.37,231,13,118.1,2691,86,4457,63,8,0
C09046,Motor,5.8,32.5,35,75.9,0.51,230.9,9,98.7,2520,44,443,86,2,0
C09047,Pump,7.9,36.4,70,74.4,0.54,228,9.4,88,1998,72,1170,100,5,0
C09048,Horn,9.6,23.2,90,69.4,0.73,244.1,10.3,88.8,2490,62,3127,61,0,0
C09049,Pump,5.1,41.1,54,81.9,0.84,239.9,17,100.2,3369,85,4212,96,4,1
C09050,Motor,4,37.9,59,68.9,0.31,245.3,6.3,107,1946,75,3059,73,1,0
C09051,Horn,1.2,32.2,57,75.2,0.58,243.6,7.5,141,2683,86,3115,84,3,0
C09052,Motor,6.7,31,59,86.1,0.73,230.8,14.2,119.8,1368,59,5005,53,4,1
C09053,Pump,4.2,38.3,79,51.4,0.75,236.2,11.5,117.6,2016,75,1165,56,0,0
C09054,Pump,1,38.2,47,76.7,0.54,241.1,14.3,83.6,2817,66,3968,43,8,0
C09055,Motor,6.1,22.3,67,65.3,0.56,237,9.8,80,2657,72,3379,68,2,0
C09056,Horn,2.9,32.6,90,74.7,0.61,227.7,7.3,85.2,2536,78,2719,83,0,0
C09057,Horn,1.5,27,70,51.8,0.86,221,11.6,101.4,2142,63,1185,94,2,0
C09058,Motor,2.6,33.2,84,87.5,0.54,224.9,9.3,113.6,2180,76,3309,77,0,0
C09059,Motor,1.1,39.8,63,68.2,0.58,241,9.3,109.5,2976,78,3212,75,2,0
C09060,Motor,6.2,23.4,44,66.3,0.58,234.6,9,114.7,2157,85,3246,66,6,0
C09061,Motor,8.2,38.3,52,73.7,0.89,242.8,14.8,133.3,2539,74,3723,85,0,1
C09062,Motor,0.5,23,70,74.2,0.56,224.4,9.2,94.7,3301,66,119,68,3,0
C09063,Pump,2.9,37.8,74,68.6,0.4,233.1,10.2,93.3,2121,88,3986,97,4,0
C09064,Motor,9.3,34.7,55,80.5,0.76,228.9,9.8,84.3,2701,67,2964,70,2,0
C09065,Motor,8.9,22.2,77,74.3,0.44,238.2,8.3,82.8,2129,77,3816,70,6,0
C09066,Motor,2,41.1,82,69.5,0.67,225.2,10.5,77.9,2781,92,2744,95,10,0
C09067,Horn,5.1,41.4,77,89.3,0.82,240.8,10.7,71.1,2381,82,2847,72,4,0
C09068,Horn,3.2,23.1,45,73.8,0.89,230.3,9,143.5,2141,64,3287,73,8,0
C09069,Motor,0.5,32.9,53,73.4,0.55,228.5,10.1,104.2,2615,100,561,76,0,0
C09070,Motor,8.8,31.9,37,81.7,0.54,232.6,11.3,96.1,2667,56,5273,71,1,0
C09071,Horn,1.3,32.7,73,75.1,0.22,239.9,11.2,124.1,3382,72,2687,48,5,0
C09072,Horn,3,37.6,51,65.6,0.6,230.5,12,89.2,2234,62,2099,86,3,0
C09073,Horn,5,41,86,53.1,0.57,235.6,12.3,48.4,2476,76,3788,71,3,0
C09074,Pump,8.9,39.7,39,72.9,0.58,236,10.8,97.3,3093,83,2736,78,0,0
C09075,Motor,9.3,32.5,42,82.3,0.39,229.6,12.2,97.7,2244,64,2845,77,8,1
C09076,Motor,5.4,37.9,73,78,0.55,222.7,11.1,143,2377,81,3420,87,6,0
C09077,Horn,5.8,33.8,44,84.2,0.71,236,9.3,105.7,1310,81,2902,100,8,1
C09078,Motor,1.4,31,56,63,0.81,237.1,6.7,116.6,2133,98,3579,71,10,0
C09079,Horn,3.8,31.8,56,77.7,0.39,225.3,8.3,94,2764,81,3523,81,8,0
C09080,Motor,6.6,30.4,67,76.4,1.07,231.5,11.7,111.7,2488,53,1109,81,2,0
C09081,Horn,5.6,28.2,74,77.6,0.64,222.3,10.2,151.3,2645,73,2058,86,10,0
C09082,Pump,4.1,26.9,74,64.2,0.28,243.6,14,104,2538,77,3011,69,1,0
C09083,Horn,7.4,36.3,88,83.5,0.13,235.9,9.9,137.4,3176,73,3914,64,9,1
C09084,Horn,9.1,34.1,71,74.4,0.43,223,6.9,93.3,2700,82,816,99,9,0
C09085,Motor,7.2,32.1,50,78.7,0.6,231.7,10.4,102.3,1504,87,4707,87,8,0
C09086,Pump,2,29.6,90,73.2,0.11,222.7,11.8,101.8,1635,86,961,72,2,0
C09087,Pump,1.1,23,46,74.8,0.79,228.6,12.2,94.6,3074,59,3285,68,0,0
C09088,Pump,1.1,24.3,89,57.6,0.8,233.4,8.7,56.5,2799,70,1826,77,8,0
C09089,Horn,9.5,30.5,51,85.4,0.4,234.5,10.8,126.6,2435,59,1853,58,0,1
C09090,Motor,6.8,33.2,48,80.9,0.34,239.4,5.3,105.3,2097,89,3288,86,6,0
C09091,Motor,8.8,28.5,68,85.8,0.82,218.6,10.6,109.9,3064,73,1280,64,7,1
C09092,Pump,8.1,32.6,84,80.3,0.53,232.4,14.7,100.1,2492,70,3535,78,7,0
C09093,Pump,8.3,29.9,70,77.6,0.46,222.6,13,100.7,2378,86,3387,61,9,0
C09094,Horn,3.2,33.6,61,76.7,0.78,229,12.2,121.4,2299,82,2835,48,8,0
C09095,Pump,7.2,36,78,71.1,0.29,220,5.7,76.3,2456,67,3632,80,9,0
C09096,Pump,0.8,31.8,78,86.3,0.45,239.4,11.1,123,2262,85,1251,64,2,0
C09097,Pump,8.6,25.5,79,83.2,0.63,220.9,7.3,114.9,2441,83,4150,36,5,0
C09098,Pump,9.2,27.3,68,78.8,0.73,236,8.6,83.7,2395,80,2720,60,5,0
C09099,Horn,2.4,31.1,83,61.7,0.31,238.9,7.2,93.9,2729,76,3559,56,10,0
C09100,Pump,4,24.3,45,72.3,0.71,230.6,10,113,2925,66,1031,81,2,0
C09101,Horn,3.3,34.9,55,51.5,1.05,248.3,11.3,100.6,1942,77,4587,70,2,0
C09102,Motor,2.3,40,51,73.1,0.19,233.5,16.8,103.2,1663,93,1713,72,1,0
C09103,Pump,4.4,41.2,86,81.7,0.22,224.7,10.6,119,2475,100,3461,72,6,0
C09104,Horn,0.5,34.7,55,80.4,0.47,239.4,9.2,71.8,3360,64,3793,52,4,0
C09105,Motor,3.7,29.2,83,71.3,0.57,233.9,8,112,3161,85,3614,97,10,1
C09106,Pump,3.7,36.3,86,79.5,0.48,231.1,9.5,117,2731,83,399,86,2,0
C09107,Pump,8,39,49,65.1,1.1,234.1,14.4,86.4,2500,70,3026,99,7,1
C09108,Motor,9.9,37,46,63.5,1,220.8,5.6,110.2,2181,70,4321,78,6,0
C09109,Horn,5.1,27,47,75.4,0.41,225.8,5.2,120.8,3086,82,2701,75,5,0
C09110,Horn,1.6,37.1,79,68.2,0.77,227,7.6,121.8,3290,78,2307,83,4,0
C09111,Motor,4.9,26.6,81,69.8,0.71,239.1,7.5,126.5,2980,76,520,38,7,0
C09112,Horn,2.7,33,50,90.9,0.74,240.8,12.4,77.1,2738,58,734,74,1,0
C09113,Motor,5.8,40.8,90,80,0.69,221.6,7.4,138,2948,68,2294,48,5,0
C09114,Horn,4.5,33.9,81,65.5,0.22,224.8,8.6,140.8,2608,75,6009,63,4,0
C09115,Horn,5.6,26.8,38,55,0.56,218.5,10.4,107.1,2227,82,3973,72,0,0
C09116,Motor,6.2,32.6,52,76.6,0.83,240.1,12.6,112.4,2404,70,2540,72,6,0
C09117,Pump,4.3,41.8,87,80.9,0.24,242.1,5.1,125.3,2559,90,3080,66,8,1
C09118,Motor,5.3,28.7,69,83.2,0.19,230.3,11.9,143,2095,82,1390,63,0,0
C09119,Motor,8,41.4,38,61.1,0.67,233.7,4.1,101.1,2292,80,886,80,5,0
C09120,Motor,2,22.3,54,69.5,0.68,233,8.8,83.7,2935,79,3235,75,7,0
C09121,Horn,8.4,28.1,79,60.2,0.32,244.2,10.4,112.1,2629,85,2747,80,2,0
C09122,Motor,8.5,36.6,77,70.9,0.57,235.1,6.6,106.3,2754,93,3707,77,10,1
C09123,Horn,3.4,25.2,63,64.9,0.53,237.1,10.2,84,2737,78,2437,36,2,0
C09124,Pump,9,23.2,73,80.8,0.56,239.9,8.5,91.1,1778,69,1206,61,3,0
C09125,Pump,4.2,27.5,46,65.5,0.47,227.7,11.3,113.3,2420,85,1818,58,3,0
C09126,Motor,5.7,38.7,88,100.4,0.53,236.3,9.2,123.4,2740,65,325,40,5,0
C09127,Motor,1.1,36.5,71,54.7,0.56,227.8,8.2,93.4,2735,85,2746,60,3,0
C09128,Motor,2.3,32,44,64.6,0.99,225.6,7.6,92,2898,84,1647,74,2,0
C09129,Horn,8.1,40.7,52,71.9,0.69,225.7,8.6,116.5,2516,95,2682,71,10,0
C09130,Pump,4,35.4,41,73,1.03,249.6,11.6,57.1,3130,80,1842,66,3,0
C09131,Motor,4.5,32.7,42,83.8,0.23,229.5,12.4,87.6,2763,85,3555,84,7,0
C09132,Pump,6.8,27.8,37,80.2,0.77,227.9,3.8,86.5,2117,71,2247,83,2,0
C09133,Pump,8.1,34.9,60,83.4,0.51,231,12.2,83.3,2069,78,1442,84,3,0
C09134,Motor,6.4,32.9,80,57,0.72,234.6,12.5,139.1,2308,100,2925,87,9,1
C09135,Horn,8.2,23,73,81.9,0.83,238.1,8.4,130,1862,71,4037,78,4,0
C09136,Motor,8.9,27.2,61,69.6,0.43,233.6,8.8,100.3,2475,76,3149,53,4,0
C09137,Pump,2.1,24.4,90,56.6,0.38,224.9,10.5,99.6,2832,69,50,90,1,0
C09138,Horn,5.8,41.7,86,80,0.76,238.6,9,103.8,2710,60,1010,77,6,0
C09139,Pump,1,41.1,82,73.3,0.36,240.8,5.6,61.3,1978,85,2826,73,10,0
C09140,Horn,3,35.9,71,63,0.68,219.4,8.2,81.1,2667,71,3565,53,1,0
C09141,Motor,9.5,23,51,67.4,0.82,229.6,14.4,99.4,2734,78,1050,70,7,0
C09142,Pump,0.5,39.4,81,82.6,0.51,219.8,12.9,117.2,2096,85,2511,71,5,0
C09143,Pump,2.1,27.8,84,53.2,0.59,246.6,13.4,111.6,2733,81,2601,58,10,0
C09144,Pump,7.4,27.5,40,67.8,0.1,234.8,13.2,86.7,2570,68,2148,83,6,0
C09145,Motor,5.7,25.3,52,70.2,0.35,245.3,11.7,106.7,2462,75,6409,58,8,0
C09146,Motor,2.8,40.3,86,75.9,0.74,228.2,14.2,103.9,2576,86,217,90,8,1
C09147,Motor,1.4,41,65,74.7,0.31,231.5,11.4,127,2786,69,2142,35,2,0
C09148,Horn,0.6,33.8,36,89.4,0.56,237.8,7.5,80.1,1691,86,2384,72,10,0
C09149,Horn,3.7,24.6,70,61.5,0.2,237.7,7.8,114.6,3608,66,3147,76,7,0
C09150,Horn,5.7,39.5,83,63.9,0.58,231.1,14.4,113.1,2436,78,4142,73,2,0
C09151,Pump,2.1,35.6,82,76.6,0.89,237.5,9.6,125.1,3219,78,4083,50,8,1
C09152,Motor,5,37.5,35,81.8,0.85,226,8.5,101.8,3158,99,2851,100,9,1
C09153,Pump,0.5,25,40,70.8,0.47,233.7,6.7,84.5,2144,73,4279,69,8,0
C09154,Horn,7.9,39.3,64,79.2,0.23,224.7,7.6,109.6,2636,91,1454,59,9,0
C09155,Horn,6.3,29.6,61,50.6,0.94,234,9.9,113.4,2486,82,2065,66,7,0
C09156,Horn,1.9,26,47,60.7,0.48,226.9,13.8,83.5,1525,63,702,65,1,0
C09157,Horn,5.7,26.5,59,57.3,0.12,229.1,9.5,124.4,2125,88,4117,89,2,0
C09158,Horn,6.4,28.4,59,74.5,0.46,234.7,12.6,78.6,2944,62,3138,84,2,0
C09159,Horn,2.9,37.9,69,65.9,0.5,223.8,8.3,121.5,3002,61,2280,50,0,0
C09160,Motor,6.7,31.5,68,67.2,0.19,239.6,14.3,88.7,2492,71,3269,69,5,0
C09161,Motor,8.5,24.4,42,77.8,0.68,240.9,5.5,89.8,3001,78,3488,67,8,0
C09162,Horn,0.7,29.2,61,69.4,0.92,228.5,5.8,95,2313,70,4251,50,0,0
C09163,Motor,3.1,37.7,77,75.1,0.27,242.1,14.9,119.5,2284,67,2165,75,8,0
C09164,Motor,1.3,30,37,63.9,0.7,240.5,6.9,105.5,1881,65,2511,74,6,0
C09165,Motor,6,30,68,76.3,0.38,238.3,15.5,75.9,2109,68,3379,83,3,0
C09166,Motor,3,23.4,79,83.8,0.39,244.7,9.5,123.1,2825,94,3021,60,6,0
C09167,Horn,8.5,40.5,39,80.5,0.1,227.1,11.2,108.1,2524,86,1670,88,9,0
C09168,Pump,8.9,24.4,81,74.7,0.81,228.6,15.1,104.1,2417,72,2828,78,2,1
C09169,Pump,2.4,37,48,69.4,0.8,229.3,11.3,91.5,2844,90,138,85,1,0
C09170,Horn,7.2,36,66,71.2,0.44,231.9,13.6,110.5,1894,76,1075,92,2,0
C09171,Horn,8.4,30,79,72.6,0.46,236.9,10.8,126.6,2206,70,2789,53,10,1
C09172,Motor,3.8,29.1,47,51.3,0.37,239,6.9,116.6,1392,72,2066,68,8,0
C09173,Motor,6.1,24.1,83,69.5,0.59,238.7,7.6,125.1,2772,66,1953,89,6,0
C09174,Horn,8,24.5,79,86.6,0.54,225.2,17.2,59.6,2799,77,1718,74,9,0
C09175,Horn,5.7,26.7,63,84.6,0.56,214.2,13.9,82.6,2834,62,739,80,5,0
C09176,Motor,8.6,37.5,46,58.1,0.1,237,6.5,90.6,1175,87,2533,64,10,0
C09177,Horn,8.5,40.1,54,79.3,0.35,241.4,11.5,113.5,3454,64,1908,64,8,1
C09178,Pump,8.9,35.5,55,72.7,0.77,234.7,11.7,130,2585,90,1938,74,5,0
C09179,Horn,3.2,27.1,70,80.2,0.38,227.1,7.6,64.6,2431,71,2481,53,7,0
C09180,Horn,6.9,40.9,64,74.7,0.51,228.9,10.8,113.8,3095,89,3380,80,10,0
C09181,Pump,3.9,28.1,75,73.6,0.34,232.4,10.8,105.1,1956,69,2126,75,4,0
C09182,Motor,7.6,22.7,48,50.2,0.78,223.4,10.3,74.8,2329,70,3219,56,8,0
C09183,Horn,1.5,38.8,53,71.6,0.38,232.7,14.5,126.5,3539,72,50,69,2,0
